geography,Ethnic Group,Religion,area code,area name,Counts
IP - Ipswich,Mixed/multiple ethnic group, Hindu,IP , Ipswich,26
KT - Kingston upon Thames,Mixed/multiple ethnic group, Hindu,KT , Kingston upon Thames,242
L - Liverpool,Mixed/multiple ethnic group, Hindu,L , Liverpool,70
LA - Lancaster,Mixed/multiple ethnic group, Hindu,LA , Lancaster,5
LE - Leicester,Mixed/multiple ethnic group, Hindu,LE , Leicester,478
LN - Lincoln,Mixed/multiple ethnic group, Hindu,LN , Lincoln,12
LS - Leeds,Mixed/multiple ethnic group, Hindu,LS , Leeds,87
LU - Luton,Mixed/multiple ethnic group, Hindu,LU , Luton,66
M - Manchester,Mixed/multiple ethnic group, Hindu,M , Manchester,151
ME - Medway,Mixed/multiple ethnic group, Hindu,ME , Medway,88
MK - Milton Keynes,Mixed/multiple ethnic group, Hindu,MK , Milton Keynes,125
N - London N,Mixed/multiple ethnic group, Hindu,N , London N,362
NE - Newcastle upon Tyne,Mixed/multiple ethnic group, Hindu,NE , Newcastle upon Tyne,74
NG - Nottingham,Mixed/multiple ethnic group, Hindu,NG , Nottingham,124
NN - Northampton,Mixed/multiple ethnic group, Hindu,NN , Northampton,124
NR - Norwich,Mixed/multiple ethnic group, Hindu,NR , Norwich,23
NW - London NW,Mixed/multiple ethnic group, Hindu,NW , London NW,264
OL - Oldham,Mixed/multiple ethnic group, Hindu,OL , Oldham,30
OX - Oxford,Mixed/multiple ethnic group, Hindu,OX , Oxford,74
PE - Peterborough,Mixed/multiple ethnic group, Hindu,PE , Peterborough,78
PL - Plymouth,Mixed/multiple ethnic group, Hindu,PL , Plymouth,23
PO - Portsmouth,Mixed/multiple ethnic group, Hindu,PO , Portsmouth,191
PR - Preston,Mixed/multiple ethnic group, Hindu,PR , Preston,39
RG - Reading,Mixed/multiple ethnic group, Hindu,RG , Reading,135
RH - Redhill,Mixed/multiple ethnic group, Hindu,RH , Redhill,89
RM - Romford,Mixed/multiple ethnic group, Hindu,RM , Romford,76
S - Sheffield,Mixed/multiple ethnic group, Hindu,S , Sheffield,100
SE - London SE,Mixed/multiple ethnic group, Hindu,SE , London SE,367
SG - Stevenage,Mixed/multiple ethnic group, Hindu,SG , Stevenage,59
SK - Stockport,Mixed/multiple ethnic group, Hindu,SK , Stockport,32
SL - Slough,Mixed/multiple ethnic group, Hindu,SL , Slough,98
SM - Sutton,Mixed/multiple ethnic group, Hindu,SM , Sutton,118
SN - Swindon,Mixed/multiple ethnic group, Hindu,SN , Swindon,51
SO - Southampton,Mixed/multiple ethnic group, Hindu,SO , Southampton,73
SP - Salisbury,Mixed/multiple ethnic group, Hindu,SP , Salisbury,17
SR - Sunderland,Mixed/multiple ethnic group, Hindu,SR , Sunderland,1
SS - Southend-on-Sea,Mixed/multiple ethnic group, Hindu,SS , Southend-on-Sea,47
ST - Stoke-on-Trent,Mixed/multiple ethnic group, Hindu,ST , Stoke-on-Trent,33
SW - London SW,Mixed/multiple ethnic group, Hindu,SW , London SW,323
SY - Shrewsbury,Mixed/multiple ethnic group, Hindu,SY , Shrewsbury,11
TA - Taunton,Mixed/multiple ethnic group, Hindu,TA , Taunton,7
TD - Galashiels,Mixed/multiple ethnic group, Hindu,TD , Galashiels,0
TF - Telford,Mixed/multiple ethnic group, Hindu,TF , Telford,8
TN - Tonbridge,Mixed/multiple ethnic group, Hindu,TN , Tonbridge,79
TQ - Torquay,Mixed/multiple ethnic group, Hindu,TQ , Torquay,5
TR - Truro,Mixed/multiple ethnic group, Hindu,TR , Truro,20
TS - Cleveland,Mixed/multiple ethnic group, Hindu,TS , Cleveland,18
TW - Twickenham,Mixed/multiple ethnic group, Hindu,TW , Twickenham,262
UB - Southall,Mixed/multiple ethnic group, Hindu,UB , Southall,384
W - London W,Mixed/multiple ethnic group, Hindu,W , London W,224
WA - Warrington,Mixed/multiple ethnic group, Hindu,WA , Warrington,44
WC - London WC,Mixed/multiple ethnic group, Hindu,WC , London WC,7
WD - Watford,Mixed/multiple ethnic group, Hindu,WD , Watford,192
WF - Wakefield,Mixed/multiple ethnic group, Hindu,WF , Wakefield,17
WN - Wigan,Mixed/multiple ethnic group, Hindu,WN , Wigan,9
WR - Worcester,Mixed/multiple ethnic group, Hindu,WR , Worcester,9
WS - Walsall,Mixed/multiple ethnic group, Hindu,WS , Walsall,50
WV - Wolverhampton,Mixed/multiple ethnic group, Hindu,WV , Wolverhampton,101
YO - York,Mixed/multiple ethnic group, Hindu,YO , York,20
CF - Cardiff,Mixed/multiple ethnic group, Hindu,CF , Cardiff,47
LD - Llandrindod Wells,Mixed/multiple ethnic group, Hindu,LD , Llandrindod Wells,8
LL - Llandudno,Mixed/multiple ethnic group, Hindu,LL , Llandudno,20
NP - Newport,Mixed/multiple ethnic group, Hindu,NP , Newport,21
SA - Swansea,Mixed/multiple ethnic group, Hindu,SA , Swansea,25
AL - St Albans,Mixed/multiple ethnic group, Jewish,AL , St Albans,31
B - Birmingham,Mixed/multiple ethnic group, Jewish,B , Birmingham,88
BA - Bath,Mixed/multiple ethnic group, Jewish,BA , Bath,8
BB - Blackburn,Mixed/multiple ethnic group, Jewish,BB , Blackburn,2
BD - Bradford,Mixed/multiple ethnic group, Jewish,BD , Bradford,4
BH - Bournemouth,Mixed/multiple ethnic group, Jewish,BH , Bournemouth,23
BL - Bolton,Mixed/multiple ethnic group, Jewish,BL , Bolton,16
BN - Brighton,Mixed/multiple ethnic group, Jewish,BN , Brighton,62
BR - Bromley,Mixed/multiple ethnic group, Jewish,BR , Bromley,10
BS - Bristol,Mixed/multiple ethnic group, Jewish,BS , Bristol,37
CA - Carlisle,Mixed/multiple ethnic group, Jewish,CA , Carlisle,1
CB - Cambridge,Mixed/multiple ethnic group, Jewish,CB , Cambridge,34
CH - Chester,Mixed/multiple ethnic group, Jewish,CH , Chester,11
CM - Chelmsford,Mixed/multiple ethnic group, Jewish,CM , Chelmsford,32
CO - Colchester,Mixed/multiple ethnic group, Jewish,CO , Colchester,11
CR - Croydon,Mixed/multiple ethnic group, Jewish,CR , Croydon,21
CT - Canterbury,Mixed/multiple ethnic group, Jewish,CT , Canterbury,22
CV - Coventry,Mixed/multiple ethnic group, Jewish,CV , Coventry,18
CW - Crewe,Mixed/multiple ethnic group, Jewish,CW , Crewe,4
DA - Dartford,Mixed/multiple ethnic group, Jewish,DA , Dartford,27
DE - Derby,Mixed/multiple ethnic group, Jewish,DE , Derby,9
DH - Durham,Mixed/multiple ethnic group, Jewish,DH , Durham,4
DL - Darlington,Mixed/multiple ethnic group, Jewish,DL , Darlington,1
DN - Doncaster,Mixed/multiple ethnic group, Jewish,DN , Doncaster,2
DT - Dorchester,Mixed/multiple ethnic group, Jewish,DT , Dorchester,3
DY - Dudley,Mixed/multiple ethnic group, Jewish,DY , Dudley,3
E - London E,Mixed/multiple ethnic group, Jewish,E , London E,191
EC - London EC,Mixed/multiple ethnic group, Jewish,EC , London EC,5
EN - Enfield,Mixed/multiple ethnic group, Jewish,EN , Enfield,94
EX - Exeter,Mixed/multiple ethnic group, Jewish,EX , Exeter,8
FY - Blackpool,Mixed/multiple ethnic group, Jewish,FY , Blackpool,7
GL - Gloucester,Mixed/multiple ethnic group, Jewish,GL , Gloucester,13
GU - Guildford,Mixed/multiple ethnic group, Jewish,GU , Guildford,18
HA - Harrow,Mixed/multiple ethnic group, Jewish,HA , Harrow,264
HD - Huddersfield,Mixed/multiple ethnic group, Jewish,HD , Huddersfield,3
HG - Harrogate,Mixed/multiple ethnic group, Jewish,HG , Harrogate,3
HP - Hemel Hempstead,Mixed/multiple ethnic group, Jewish,HP , Hemel Hempstead,19
HR - Hereford,Mixed/multiple ethnic group, Jewish,HR , Hereford,6
HU - Hull,Mixed/multiple ethnic group, Jewish,HU , Hull,7
HX - Halifax,Mixed/multiple ethnic group, Jewish,HX , Halifax,5
IG - Ilford,Mixed/multiple ethnic group, Jewish,IG , Ilford,151
IP - Ipswich,Mixed/multiple ethnic group, Jewish,IP , Ipswich,19
KT - Kingston upon Thames,Mixed/multiple ethnic group, Jewish,KT , Kingston upon Thames,39
L - Liverpool,Mixed/multiple ethnic group, Jewish,L , Liverpool,40
LA - Lancaster,Mixed/multiple ethnic group, Jewish,LA , Lancaster,3
LE - Leicester,Mixed/multiple ethnic group, Jewish,LE , Leicester,21
LN - Lincoln,Mixed/multiple ethnic group, Jewish,LN , Lincoln,1
LS - Leeds,Mixed/multiple ethnic group, Jewish,LS , Leeds,84
LU - Luton,Mixed/multiple ethnic group, Jewish,LU , Luton,16
M - Manchester,Mixed/multiple ethnic group, Jewish,M , Manchester,211
ME - Medway,Mixed/multiple ethnic group, Jewish,ME , Medway,12
MK - Milton Keynes,Mixed/multiple ethnic group, Jewish,MK , Milton Keynes,20
N - London N,Mixed/multiple ethnic group, Jewish,N , London N,681
NE - Newcastle upon Tyne,Mixed/multiple ethnic group, Jewish,NE , Newcastle upon Tyne,12
NG - Nottingham,Mixed/multiple ethnic group, Jewish,NG , Nottingham,46
NN - Northampton,Mixed/multiple ethnic group, Jewish,NN , Northampton,22
NR - Norwich,Mixed/multiple ethnic group, Jewish,NR , Norwich,22
NW - London NW,Mixed/multiple ethnic group, Jewish,NW , London NW,705
OL - Oldham,Mixed/multiple ethnic group, Jewish,OL , Oldham,11
OX - Oxford,Mixed/multiple ethnic group, Jewish,OX , Oxford,37
PE - Peterborough,Mixed/multiple ethnic group, Jewish,PE , Peterborough,28
PL - Plymouth,Mixed/multiple ethnic group, Jewish,PL , Plymouth,15
PO - Portsmouth,Mixed/multiple ethnic group, Jewish,PO , Portsmouth,14
PR - Preston,Mixed/multiple ethnic group, Jewish,PR , Preston,6
RG - Reading,Mixed/multiple ethnic group, Jewish,RG , Reading,23
RH - Redhill,Mixed/multiple ethnic group, Jewish,RH , Redhill,13
RM - Romford,Mixed/multiple ethnic group, Jewish,RM , Romford,38
S - Sheffield,Mixed/multiple ethnic group, Jewish,S , Sheffield,19
SE - London SE,Mixed/multiple ethnic group, Jewish,SE , London SE,112
SG - Stevenage,Mixed/multiple ethnic group, Jewish,SG , Stevenage,11
SK - Stockport,Mixed/multiple ethnic group, Jewish,SK , Stockport,17
SL - Slough,Mixed/multiple ethnic group, Jewish,SL , Slough,4
SM - Sutton,Mixed/multiple ethnic group, Jewish,SM , Sutton,19
SN - Swindon,Mixed/multiple ethnic group, Jewish,SN , Swindon,4
SO - Southampton,Mixed/multiple ethnic group, Jewish,SO , Southampton,14
SP - Salisbury,Mixed/multiple ethnic group, Jewish,SP , Salisbury,6
SR - Sunderland,Mixed/multiple ethnic group, Jewish,SR , Sunderland,0
SS - Southend-on-Sea,Mixed/multiple ethnic group, Jewish,SS , Southend-on-Sea,15
ST - Stoke-on-Trent,Mixed/multiple ethnic group, Jewish,ST , Stoke-on-Trent,3
SW - London SW,Mixed/multiple ethnic group, Jewish,SW , London SW,179
SY - Shrewsbury,Mixed/multiple ethnic group, Jewish,SY , Shrewsbury,1
TA - Taunton,Mixed/multiple ethnic group, Jewish,TA , Taunton,8
TD - Galashiels,Mixed/multiple ethnic group, Jewish,TD , Galashiels,0
TF - Telford,Mixed/multiple ethnic group, Jewish,TF , Telford,7
TN - Tonbridge,Mixed/multiple ethnic group, Jewish,TN , Tonbridge,18
TQ - Torquay,Mixed/multiple ethnic group, Jewish,TQ , Torquay,8
TR - Truro,Mixed/multiple ethnic group, Jewish,TR , Truro,3
TS - Cleveland,Mixed/multiple ethnic group, Jewish,TS , Cleveland,2
TW - Twickenham,Mixed/multiple ethnic group, Jewish,TW , Twickenham,32
UB - Southall,Mixed/multiple ethnic group, Jewish,UB , Southall,20
W - London W,Mixed/multiple ethnic group, Jewish,W , London W,156
WA - Warrington,Mixed/multiple ethnic group, Jewish,WA , Warrington,16
WC - London WC,Mixed/multiple ethnic group, Jewish,WC , London WC,10
WD - Watford,Mixed/multiple ethnic group, Jewish,WD , Watford,94
WF - Wakefield,Mixed/multiple ethnic group, Jewish,WF , Wakefield,6
WN - Wigan,Mixed/multiple ethnic group, Jewish,WN , Wigan,0
WR - Worcester,Mixed/multiple ethnic group, Jewish,WR , Worcester,3
WS - Walsall,Mixed/multiple ethnic group, Jewish,WS , Walsall,0
WV - Wolverhampton,Mixed/multiple ethnic group, Jewish,WV , Wolverhampton,2
YO - York,Mixed/multiple ethnic group, Jewish,YO , York,7
CF - Cardiff,Mixed/multiple ethnic group, Jewish,CF , Cardiff,25
LD - Llandrindod Wells,Mixed/multiple ethnic group, Jewish,LD , Llandrindod Wells,0
LL - Llandudno,Mixed/multiple ethnic group, Jewish,LL , Llandudno,5
NP - Newport,Mixed/multiple ethnic group, Jewish,NP , Newport,3
SA - Swansea,Mixed/multiple ethnic group, Jewish,SA , Swansea,3
AL - St Albans,Mixed/multiple ethnic group, Muslim,AL , St Albans,366
B - Birmingham,Mixed/multiple ethnic group, Muslim,B , Birmingham,6883
BA - Bath,Mixed/multiple ethnic group, Muslim,BA , Bath,180
BB - Blackburn,Mixed/multiple ethnic group, Muslim,BB , Blackburn,1321
BD - Bradford,Mixed/multiple ethnic group, Muslim,BD , Bradford,2841
BH - Bournemouth,Mixed/multiple ethnic group, Muslim,BH , Bournemouth,485
BL - Bolton,Mixed/multiple ethnic group, Muslim,BL , Bolton,1101
BN - Brighton,Mixed/multiple ethnic group, Muslim,BN , Brighton,926
BR - Bromley,Mixed/multiple ethnic group, Muslim,BR , Bromley,393
BS - Bristol,Mixed/multiple ethnic group, Muslim,BS , Bristol,1052
CA - Carlisle,Mixed/multiple ethnic group, Muslim,CA , Carlisle,58
CB - Cambridge,Mixed/multiple ethnic group, Muslim,CB , Cambridge,443
CH - Chester,Mixed/multiple ethnic group, Muslim,CH , Chester,293
CM - Chelmsford,Mixed/multiple ethnic group, Muslim,CM , Chelmsford,401
CO - Colchester,Mixed/multiple ethnic group, Muslim,CO , Colchester,217
CR - Croydon,Mixed/multiple ethnic group, Muslim,CR , Croydon,1470
CT - Canterbury,Mixed/multiple ethnic group, Muslim,CT , Canterbury,340
CV - Coventry,Mixed/multiple ethnic group, Muslim,CV , Coventry,1153
CW - Crewe,Mixed/multiple ethnic group, Muslim,CW , Crewe,106
DA - Dartford,Mixed/multiple ethnic group, Muslim,DA , Dartford,504
DE - Derby,Mixed/multiple ethnic group, Muslim,DE , Derby,890
DH - Durham,Mixed/multiple ethnic group, Muslim,DH , Durham,128
DL - Darlington,Mixed/multiple ethnic group, Muslim,DL , Darlington,126
DN - Doncaster,Mixed/multiple ethnic group, Muslim,DN , Doncaster,576
DT - Dorchester,Mixed/multiple ethnic group, Muslim,DT , Dorchester,80
DY - Dudley,Mixed/multiple ethnic group, Muslim,DY , Dudley,260
E - London E,Mixed/multiple ethnic group, Muslim,E , London E,6757
EC - London EC,Mixed/multiple ethnic group, Muslim,EC , London EC,93
EN - Enfield,Mixed/multiple ethnic group, Muslim,EN , Enfield,1541
EX - Exeter,Mixed/multiple ethnic group, Muslim,EX , Exeter,247
FY - Blackpool,Mixed/multiple ethnic group, Muslim,FY , Blackpool,121
GL - Gloucester,Mixed/multiple ethnic group, Muslim,GL , Gloucester,346
GU - Guildford,Mixed/multiple ethnic group, Muslim,GU , Guildford,664
HA - Harrow,Mixed/multiple ethnic group, Muslim,HA , Harrow,2477
HD - Huddersfield,Mixed/multiple ethnic group, Muslim,HD , Huddersfield,639
HG - Harrogate,Mixed/multiple ethnic group, Muslim,HG , Harrogate,61
HP - Hemel Hempstead,Mixed/multiple ethnic group, Muslim,HP , Hemel Hempstead,802
HR - Hereford,Mixed/multiple ethnic group, Muslim,HR , Hereford,24
HU - Hull,Mixed/multiple ethnic group, Muslim,HU , Hull,511
HX - Halifax,Mixed/multiple ethnic group, Muslim,HX , Halifax,264
IG - Ilford,Mixed/multiple ethnic group, Muslim,IG , Ilford,2021
IP - Ipswich,Mixed/multiple ethnic group, Muslim,IP , Ipswich,369
KT - Kingston upon Thames,Mixed/multiple ethnic group, Muslim,KT , Kingston upon Thames,989
L - Liverpool,Mixed/multiple ethnic group, Muslim,L , Liverpool,934
LA - Lancaster,Mixed/multiple ethnic group, Muslim,LA , Lancaster,92
LE - Leicester,Mixed/multiple ethnic group, Muslim,LE , Leicester,2231
LN - Lincoln,Mixed/multiple ethnic group, Muslim,LN , Lincoln,119
LS - Leeds,Mixed/multiple ethnic group, Muslim,LS , Leeds,1549
LU - Luton,Mixed/multiple ethnic group, Muslim,LU , Luton,1321
M - Manchester,Mixed/multiple ethnic group, Muslim,M , Manchester,3783
ME - Medway,Mixed/multiple ethnic group, Muslim,ME , Medway,547
MK - Milton Keynes,Mixed/multiple ethnic group, Muslim,MK , Milton Keynes,821
N - London N,Mixed/multiple ethnic group, Muslim,N , London N,6166
NE - Newcastle upon Tyne,Mixed/multiple ethnic group, Muslim,NE , Newcastle upon Tyne,908
NG - Nottingham,Mixed/multiple ethnic group, Muslim,NG , Nottingham,1756
NN - Northampton,Mixed/multiple ethnic group, Muslim,NN , Northampton,576
NR - Norwich,Mixed/multiple ethnic group, Muslim,NR , Norwich,424
NW - London NW,Mixed/multiple ethnic group, Muslim,NW , London NW,3921
OL - Oldham,Mixed/multiple ethnic group, Muslim,OL , Oldham,1307
OX - Oxford,Mixed/multiple ethnic group, Muslim,OX , Oxford,774
PE - Peterborough,Mixed/multiple ethnic group, Muslim,PE , Peterborough,995
PL - Plymouth,Mixed/multiple ethnic group, Muslim,PL , Plymouth,234
PO - Portsmouth,Mixed/multiple ethnic group, Muslim,PO , Portsmouth,847
PR - Preston,Mixed/multiple ethnic group, Muslim,PR , Preston,532
RG - Reading,Mixed/multiple ethnic group, Muslim,RG , Reading,1028
RH - Redhill,Mixed/multiple ethnic group, Muslim,RH , Redhill,619
RM - Romford,Mixed/multiple ethnic group, Muslim,RM , Romford,970
S - Sheffield,Mixed/multiple ethnic group, Muslim,S , Sheffield,2359
SE - London SE,Mixed/multiple ethnic group, Muslim,SE , London SE,3974
SG - Stevenage,Mixed/multiple ethnic group, Muslim,SG , Stevenage,260
SK - Stockport,Mixed/multiple ethnic group, Muslim,SK , Stockport,656
SL - Slough,Mixed/multiple ethnic group, Muslim,SL , Slough,1100
SM - Sutton,Mixed/multiple ethnic group, Muslim,SM , Sutton,581
SN - Swindon,Mixed/multiple ethnic group, Muslim,SN , Swindon,307
SO - Southampton,Mixed/multiple ethnic group, Muslim,SO , Southampton,585
SP - Salisbury,Mixed/multiple ethnic group, Muslim,SP , Salisbury,101
SR - Sunderland,Mixed/multiple ethnic group, Muslim,SR , Sunderland,154
SS - Southend-on-Sea,Mixed/multiple ethnic group, Muslim,SS , Southend-on-Sea,311
ST - Stoke-on-Trent,Mixed/multiple ethnic group, Muslim,ST , Stoke-on-Trent,916
SW - London SW,Mixed/multiple ethnic group, Muslim,SW , London SW,3512
SY - Shrewsbury,Mixed/multiple ethnic group, Muslim,SY , Shrewsbury,97
TA - Taunton,Mixed/multiple ethnic group, Muslim,TA , Taunton,71
TD - Galashiels,Mixed/multiple ethnic group, Muslim,TD , Galashiels,1
TF - Telford,Mixed/multiple ethnic group, Muslim,TF , Telford,174
TN - Tonbridge,Mixed/multiple ethnic group, Muslim,TN , Tonbridge,454
TQ - Torquay,Mixed/multiple ethnic group, Muslim,TQ , Torquay,114
TR - Truro,Mixed/multiple ethnic group, Muslim,TR , Truro,33
TS - Cleveland,Mixed/multiple ethnic group, Muslim,TS , Cleveland,699
TW - Twickenham,Mixed/multiple ethnic group, Muslim,TW , Twickenham,1746
UB - Southall,Mixed/multiple ethnic group, Muslim,UB , Southall,1913
W - London W,Mixed/multiple ethnic group, Muslim,W , London W,3777
WA - Warrington,Mixed/multiple ethnic group, Muslim,WA , Warrington,371
WC - London WC,Mixed/multiple ethnic group, Muslim,WC , London WC,131
WD - Watford,Mixed/multiple ethnic group, Muslim,WD , Watford,478
WF - Wakefield,Mixed/multiple ethnic group, Muslim,WF , Wakefield,899
WN - Wigan,Mixed/multiple ethnic group, Muslim,WN , Wigan,246
WR - Worcester,Mixed/multiple ethnic group, Muslim,WR , Worcester,141
WS - Walsall,Mixed/multiple ethnic group, Muslim,WS , Walsall,586
WV - Wolverhampton,Mixed/multiple ethnic group, Muslim,WV , Wolverhampton,513
YO - York,Mixed/multiple ethnic group, Muslim,YO , York,238
CF - Cardiff,Mixed/multiple ethnic group, Muslim,CF , Cardiff,1278
LD - Llandrindod Wells,Mixed/multiple ethnic group, Muslim,LD , Llandrindod Wells,11
LL - Llandudno,Mixed/multiple ethnic group, Muslim,LL , Llandudno,237
NP - Newport,Mixed/multiple ethnic group, Muslim,NP , Newport,310
SA - Swansea,Mixed/multiple ethnic group, Muslim,SA , Swansea,275
AL - St Albans,Mixed/multiple ethnic group, Sikh,AL , St Albans,22
B - Birmingham,Mixed/multiple ethnic group, Sikh,B , Birmingham,486
BA - Bath,Mixed/multiple ethnic group, Sikh,BA , Bath,6
BB - Blackburn,Mixed/multiple ethnic group, Sikh,BB , Blackburn,4
BD - Bradford,Mixed/multiple ethnic group, Sikh,BD , Bradford,43
BH - Bournemouth,Mixed/multiple ethnic group, Sikh,BH , Bournemouth,13
BL - Bolton,Mixed/multiple ethnic group, Sikh,BL , Bolton,15
BN - Brighton,Mixed/multiple ethnic group, Sikh,BN , Brighton,35
BR - Bromley,Mixed/multiple ethnic group, Sikh,BR , Bromley,15
BS - Bristol,Mixed/multiple ethnic group, Sikh,BS , Bristol,47
CA - Carlisle,Mixed/multiple ethnic group, Sikh,CA , Carlisle,2
CB - Cambridge,Mixed/multiple ethnic group, Sikh,CB , Cambridge,16
CH - Chester,Mixed/multiple ethnic group, Sikh,CH , Chester,17
CM - Chelmsford,Mixed/multiple ethnic group, Sikh,CM , Chelmsford,32
CO - Colchester,Mixed/multiple ethnic group, Sikh,CO , Colchester,16
CR - Croydon,Mixed/multiple ethnic group, Sikh,CR , Croydon,22
CT - Canterbury,Mixed/multiple ethnic group, Sikh,CT , Canterbury,9
CV - Coventry,Mixed/multiple ethnic group, Sikh,CV , Coventry,182
CW - Crewe,Mixed/multiple ethnic group, Sikh,CW , Crewe,6
DA - Dartford,Mixed/multiple ethnic group, Sikh,DA , Dartford,126
DE - Derby,Mixed/multiple ethnic group, Sikh,DE , Derby,101
DH - Durham,Mixed/multiple ethnic group, Sikh,DH , Durham,9
DL - Darlington,Mixed/multiple ethnic group, Sikh,DL , Darlington,9
DN - Doncaster,Mixed/multiple ethnic group, Sikh,DN , Doncaster,27
DT - Dorchester,Mixed/multiple ethnic group, Sikh,DT , Dorchester,1
DY - Dudley,Mixed/multiple ethnic group, Sikh,DY , Dudley,52
E - London E,Mixed/multiple ethnic group, Sikh,E , London E,136
EC - London EC,Mixed/multiple ethnic group, Sikh,EC , London EC,2
EN - Enfield,Mixed/multiple ethnic group, Sikh,EN , Enfield,27
EX - Exeter,Mixed/multiple ethnic group, Sikh,EX , Exeter,4
FY - Blackpool,Mixed/multiple ethnic group, Sikh,FY , Blackpool,4
GL - Gloucester,Mixed/multiple ethnic group, Sikh,GL , Gloucester,18
GU - Guildford,Mixed/multiple ethnic group, Sikh,GU , Guildford,29
HA - Harrow,Mixed/multiple ethnic group, Sikh,HA , Harrow,68
HD - Huddersfield,Mixed/multiple ethnic group, Sikh,HD , Huddersfield,27
HG - Harrogate,Mixed/multiple ethnic group, Sikh,HG , Harrogate,1
HP - Hemel Hempstead,Mixed/multiple ethnic group, Sikh,HP , Hemel Hempstead,57
HR - Hereford,Mixed/multiple ethnic group, Sikh,HR , Hereford,4
HU - Hull,Mixed/multiple ethnic group, Sikh,HU , Hull,9
HX - Halifax,Mixed/multiple ethnic group, Sikh,HX , Halifax,9
IG - Ilford,Mixed/multiple ethnic group, Sikh,IG , Ilford,183
IP - Ipswich,Mixed/multiple ethnic group, Sikh,IP , Ipswich,8
KT - Kingston upon Thames,Mixed/multiple ethnic group, Sikh,KT , Kingston upon Thames,53
L - Liverpool,Mixed/multiple ethnic group, Sikh,L , Liverpool,20
LA - Lancaster,Mixed/multiple ethnic group, Sikh,LA , Lancaster,3
LE - Leicester,Mixed/multiple ethnic group, Sikh,LE , Leicester,222
LN - Lincoln,Mixed/multiple ethnic group, Sikh,LN , Lincoln,22
LS - Leeds,Mixed/multiple ethnic group, Sikh,LS , Leeds,97
LU - Luton,Mixed/multiple ethnic group, Sikh,LU , Luton,37
M - Manchester,Mixed/multiple ethnic group, Sikh,M , Manchester,93
ME - Medway,Mixed/multiple ethnic group, Sikh,ME , Medway,59
MK - Milton Keynes,Mixed/multiple ethnic group, Sikh,MK , Milton Keynes,82
N - London N,Mixed/multiple ethnic group, Sikh,N , London N,103
NE - Newcastle upon Tyne,Mixed/multiple ethnic group, Sikh,NE , Newcastle upon Tyne,50
NG - Nottingham,Mixed/multiple ethnic group, Sikh,NG , Nottingham,111
NN - Northampton,Mixed/multiple ethnic group, Sikh,NN , Northampton,47
NR - Norwich,Mixed/multiple ethnic group, Sikh,NR , Norwich,11
NW - London NW,Mixed/multiple ethnic group, Sikh,NW , London NW,41
OL - Oldham,Mixed/multiple ethnic group, Sikh,OL , Oldham,9
OX - Oxford,Mixed/multiple ethnic group, Sikh,OX , Oxford,29
PE - Peterborough,Mixed/multiple ethnic group, Sikh,PE , Peterborough,43
PL - Plymouth,Mixed/multiple ethnic group, Sikh,PL , Plymouth,4
PO - Portsmouth,Mixed/multiple ethnic group, Sikh,PO , Portsmouth,26
PR - Preston,Mixed/multiple ethnic group, Sikh,PR , Preston,4
RG - Reading,Mixed/multiple ethnic group, Sikh,RG , Reading,79
RH - Redhill,Mixed/multiple ethnic group, Sikh,RH , Redhill,32
RM - Romford,Mixed/multiple ethnic group, Sikh,RM , Romford,67
S - Sheffield,Mixed/multiple ethnic group, Sikh,S , Sheffield,49
SE - London SE,Mixed/multiple ethnic group, Sikh,SE , London SE,89
SG - Stevenage,Mixed/multiple ethnic group, Sikh,SG , Stevenage,26
SK - Stockport,Mixed/multiple ethnic group, Sikh,SK , Stockport,12
SL - Slough,Mixed/multiple ethnic group, Sikh,SL , Slough,175
SM - Sutton,Mixed/multiple ethnic group, Sikh,SM , Sutton,10
SN - Swindon,Mixed/multiple ethnic group, Sikh,SN , Swindon,60
SO - Southampton,Mixed/multiple ethnic group, Sikh,SO , Southampton,88
SP - Salisbury,Mixed/multiple ethnic group, Sikh,SP , Salisbury,4
SR - Sunderland,Mixed/multiple ethnic group, Sikh,SR , Sunderland,8
SS - Southend-on-Sea,Mixed/multiple ethnic group, Sikh,SS , Southend-on-Sea,4
ST - Stoke-on-Trent,Mixed/multiple ethnic group, Sikh,ST , Stoke-on-Trent,20
SW - London SW,Mixed/multiple ethnic group, Sikh,SW , London SW,69
SY - Shrewsbury,Mixed/multiple ethnic group, Sikh,SY , Shrewsbury,13
TA - Taunton,Mixed/multiple ethnic group, Sikh,TA , Taunton,5
TD - Galashiels,Mixed/multiple ethnic group, Sikh,TD , Galashiels,0
TF - Telford,Mixed/multiple ethnic group, Sikh,TF , Telford,37
TN - Tonbridge,Mixed/multiple ethnic group, Sikh,TN , Tonbridge,27
TQ - Torquay,Mixed/multiple ethnic group, Sikh,TQ , Torquay,4
TR - Truro,Mixed/multiple ethnic group, Sikh,TR , Truro,2
TS - Cleveland,Mixed/multiple ethnic group, Sikh,TS , Cleveland,19
TW - Twickenham,Mixed/multiple ethnic group, Sikh,TW , Twickenham,203
UB - Southall,Mixed/multiple ethnic group, Sikh,UB , Southall,423
W - London W,Mixed/multiple ethnic group, Sikh,W , London W,103
WA - Warrington,Mixed/multiple ethnic group, Sikh,WA , Warrington,15
WC - London WC,Mixed/multiple ethnic group, Sikh,WC , London WC,5
WD - Watford,Mixed/multiple ethnic group, Sikh,WD , Watford,16
