geography,Ethnic Group,Religion,area code,area name,Counts
LE - Leicester,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,LE , Leicester,48299
LN - Lincoln,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,LN , Lincoln,19851
LS - Leeds,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,LS , Leeds,43035
LU - Luton,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,LU , Luton,14408
M - Manchester,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,M , Manchester,55397
ME - Medway,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,ME , Medway,36902
MK - Milton Keynes,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,MK , Milton Keynes,26280
N - London N,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,N , London N,36948
NE - Newcastle upon Tyne,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,NE , Newcastle upon Tyne,65657
NG - Nottingham,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,NG , Nottingham,71003
NN - Northampton,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,NN , Northampton,38093
NR - Norwich,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,NR , Norwich,50819
NW - London NW,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,NW , London NW,26134
OL - Oldham,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,OL , Oldham,21487
OX - Oxford,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,OX , Oxford,37309
PE - Peterborough,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,PE , Peterborough,55413
PL - Plymouth,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,PL , Plymouth,40014
PO - Portsmouth,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,PO , Portsmouth,55707
PR - Preston,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,PR , Preston,27360
RG - Reading,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,RG , Reading,46091
RH - Redhill,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,RH , Redhill,34572
RM - Romford,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,RM , Romford,25558
S - Sheffield,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,S , Sheffield,81452
SE - London SE,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SE , London SE,37206
SG - Stevenage,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SG , Stevenage,25436
SK - Stockport,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SK , Stockport,36558
SL - Slough,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SL , Slough,15902
SM - Sutton,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SM , Sutton,11131
SN - Swindon,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SN , Swindon,29817
SO - Southampton,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SO , Southampton,42281
SP - Salisbury,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SP , Salisbury,16684
SR - Sunderland,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SR , Sunderland,13555
SS - Southend-on-Sea,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SS , Southend-on-Sea,34227
ST - Stoke-on-Trent,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,ST , Stoke-on-Trent,38716
SW - London SW,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SW , London SW,33724
SY - Shrewsbury,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SY , Shrewsbury,25395
TA - Taunton,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,TA , Taunton,24133
TD - Galashiels,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,TD , Galashiels,1313
TF - Telford,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,TF , Telford,12796
TN - Tonbridge,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,TN , Tonbridge,48492
TQ - Torquay,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,TQ , Torquay,22129
TR - Truro,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,TR , Truro,23806
TS - Cleveland,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,TS , Cleveland,35105
TW - Twickenham,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,TW , Twickenham,21760
UB - Southall,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,UB , Southall,9096
W - London W,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,W , London W,18776
WA - Warrington,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,WA , Warrington,33349
WC - London WC,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,WC , London WC,2893
WD - Watford,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,WD , Watford,14246
WF - Wakefield,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,WF , Wakefield,27884
WN - Wigan,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,WN , Wigan,15901
WR - Worcester,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,WR , Worcester,18399
WS - Walsall,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,WS , Walsall,23559
WV - Wolverhampton,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,WV , Wolverhampton,18805
YO - York,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,YO , York,39202
CF - Cardiff,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,CF , Cardiff,66524
LD - Llandrindod Wells,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,LD , Llandrindod Wells,4223
LL - Llandudno,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,LL , Llandudno,40490
NP - Newport,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,NP , Newport,35158
SA - Swansea,White: English/Welsh/Scottish/Northern Irish/British, Religion not stated,SA , Swansea,53877
AL - St Albans,White: Irish, All categories: Religion,AL , St Albans,4185
B - Birmingham,White: Irish, All categories: Religion,B , Birmingham,31020
BA - Bath,White: Irish, All categories: Religion,BA , Bath,2316
BB - Blackburn,White: Irish, All categories: Religion,BB , Blackburn,2809
BD - Bradford,White: Irish, All categories: Religion,BD , Bradford,2661
BH - Bournemouth,White: Irish, All categories: Religion,BH , Bournemouth,3207
BL - Bolton,White: Irish, All categories: Religion,BL , Bolton,2734
BN - Brighton,White: Irish, All categories: Religion,BN , Brighton,7793
BR - Bromley,White: Irish, All categories: Religion,BR , Bromley,4126
BS - Bristol,White: Irish, All categories: Religion,BS , Bristol,6395
CA - Carlisle,White: Irish, All categories: Religion,CA , Carlisle,950
CB - Cambridge,White: Irish, All categories: Religion,CB , Cambridge,4061
CH - Chester,White: Irish, All categories: Religion,CH , Chester,4985
CM - Chelmsford,White: Irish, All categories: Religion,CM , Chelmsford,6146
CO - Colchester,White: Irish, All categories: Religion,CO , Colchester,2723
CR - Croydon,White: Irish, All categories: Religion,CR , Croydon,5676
CT - Canterbury,White: Irish, All categories: Religion,CT , Canterbury,3483
CV - Coventry,White: Irish, All categories: Religion,CV , Coventry,12098
CW - Crewe,White: Irish, All categories: Religion,CW , Crewe,1544
DA - Dartford,White: Irish, All categories: Religion,DA , Dartford,4170
DE - Derby,White: Irish, All categories: Religion,DE , Derby,4441
DH - Durham,White: Irish, All categories: Religion,DH , Durham,823
DL - Darlington,White: Irish, All categories: Religion,DL , Darlington,1002
DN - Doncaster,White: Irish, All categories: Religion,DN , Doncaster,2753
DT - Dorchester,White: Irish, All categories: Religion,DT , Dorchester,1009
DY - Dudley,White: Irish, All categories: Religion,DY , Dudley,1497
E - London E,White: Irish, All categories: Religion,E , London E,13736
EC - London EC,White: Irish, All categories: Religion,EC , London EC,971
EN - Enfield,White: Irish, All categories: Religion,EN , Enfield,6734
EX - Exeter,White: Irish, All categories: Religion,EX , Exeter,2269
FY - Blackpool,White: Irish, All categories: Religion,FY , Blackpool,1811
GL - Gloucester,White: Irish, All categories: Religion,GL , Gloucester,3773
GU - Guildford,White: Irish, All categories: Religion,GU , Guildford,6051
HA - Harrow,White: Irish, All categories: Religion,HA , Harrow,13371
HD - Huddersfield,White: Irish, All categories: Religion,HD , Huddersfield,2379
HG - Harrogate,White: Irish, All categories: Religion,HG , Harrogate,678
HP - Hemel Hempstead,White: Irish, All categories: Religion,HP , Hemel Hempstead,5133
HR - Hereford,White: Irish, All categories: Religion,HR , Hereford,667
HU - Hull,White: Irish, All categories: Religion,HU , Hull,1067
HX - Halifax,White: Irish, All categories: Religion,HX , Halifax,1383
IG - Ilford,White: Irish, All categories: Religion,IG , Ilford,3595
IP - Ipswich,White: Irish, All categories: Religion,IP , Ipswich,2827
KT - Kingston upon Thames,White: Irish, All categories: Religion,KT , Kingston upon Thames,8111
L - Liverpool,White: Irish, All categories: Religion,L , Liverpool,9427
LA - Lancaster,White: Irish, All categories: Religion,LA , Lancaster,1467
LE - Leicester,White: Irish, All categories: Religion,LE , Leicester,6117
LN - Lincoln,White: Irish, All categories: Religion,LN , Lincoln,1571
LS - Leeds,White: Irish, All categories: Religion,LS , Leeds,7244
LU - Luton,White: Irish, All categories: Religion,LU , Luton,8089
M - Manchester,White: Irish, All categories: Religion,M , Manchester,21589
ME - Medway,White: Irish, All categories: Religion,ME , Medway,4034
MK - Milton Keynes,White: Irish, All categories: Religion,MK , Milton Keynes,5221
N - London N,White: Irish, All categories: Religion,N , London N,24505
NE - Newcastle upon Tyne,White: Irish, All categories: Religion,NE , Newcastle upon Tyne,4167
NG - Nottingham,White: Irish, All categories: Religion,NG , Nottingham,7418
NN - Northampton,White: Irish, All categories: Religion,NN , Northampton,6433
NR - Norwich,White: Irish, All categories: Religion,NR , Norwich,3015
NW - London NW,White: Irish, All categories: Religion,NW , London NW,19030
OL - Oldham,White: Irish, All categories: Religion,OL , Oldham,3521
OX - Oxford,White: Irish, All categories: Religion,OX , Oxford,5908
PE - Peterborough,White: Irish, All categories: Religion,PE , Peterborough,4558
PL - Plymouth,White: Irish, All categories: Religion,PL , Plymouth,2112
PO - Portsmouth,White: Irish, All categories: Religion,PO , Portsmouth,4071
PR - Preston,White: Irish, All categories: Religion,PR , Preston,3508
RG - Reading,White: Irish, All categories: Religion,RG , Reading,7536
RH - Redhill,White: Irish, All categories: Religion,RH , Redhill,4771
RM - Romford,White: Irish, All categories: Religion,RM , Romford,5582
S - Sheffield,White: Irish, All categories: Religion,S , Sheffield,5217
SE - London SE,White: Irish, All categories: Religion,SE , London SE,19049
SG - Stevenage,White: Irish, All categories: Religion,SG , Stevenage,4127
SK - Stockport,White: Irish, All categories: Religion,SK , Stockport,6072
SL - Slough,White: Irish, All categories: Religion,SL , Slough,4995
SM - Sutton,White: Irish, All categories: Religion,SM , Sutton,3799
SN - Swindon,White: Irish, All categories: Religion,SN , Swindon,3222
SO - Southampton,White: Irish, All categories: Religion,SO , Southampton,3926
SP - Salisbury,White: Irish, All categories: Religion,SP , Salisbury,1116
SR - Sunderland,White: Irish, All categories: Religion,SR , Sunderland,556
SS - Southend-on-Sea,White: Irish, All categories: Religion,SS , Southend-on-Sea,3740
ST - Stoke-on-Trent,White: Irish, All categories: Religion,ST , Stoke-on-Trent,2185
SW - London SW,White: Irish, All categories: Religion,SW , London SW,21787
SY - Shrewsbury,White: Irish, All categories: Religion,SY , Shrewsbury,1577
TA - Taunton,White: Irish, All categories: Religion,TA , Taunton,1294
TD - Galashiels,White: Irish, All categories: Religion,TD , Galashiels,55
TF - Telford,White: Irish, All categories: Religion,TF , Telford,1021
TN - Tonbridge,White: Irish, All categories: Religion,TN , Tonbridge,4706
TQ - Torquay,White: Irish, All categories: Religion,TQ , Torquay,1284
TR - Truro,White: Irish, All categories: Religion,TR , Truro,1272
TS - Cleveland,White: Irish, All categories: Religion,TS , Cleveland,1812
TW - Twickenham,White: Irish, All categories: Religion,TW , Twickenham,9123
UB - Southall,White: Irish, All categories: Religion,UB , Southall,7217
W - London W,White: Irish, All categories: Religion,W , London W,17686
WA - Warrington,White: Irish, All categories: Religion,WA , Warrington,4482
WC - London WC,White: Irish, All categories: Religion,WC , London WC,830
WD - Watford,White: Irish, All categories: Religion,WD , Watford,5487
WF - Wakefield,White: Irish, All categories: Religion,WF , Wakefield,1493
WN - Wigan,White: Irish, All categories: Religion,WN , Wigan,1341
WR - Worcester,White: Irish, All categories: Religion,WR , Worcester,1485
WS - Walsall,White: Irish, All categories: Religion,WS , Walsall,1771
WV - Wolverhampton,White: Irish, All categories: Religion,WV , Wolverhampton,2060
YO - York,White: Irish, All categories: Religion,YO , York,2341
CF - Cardiff,White: Irish, All categories: Religion,CF , Cardiff,4653
LD - Llandrindod Wells,White: Irish, All categories: Religion,LD , Llandrindod Wells,211
LL - Llandudno,White: Irish, All categories: Religion,LL , Llandudno,2925
NP - Newport,White: Irish, All categories: Religion,NP , Newport,1749
SA - Swansea,White: Irish, All categories: Religion,SA , Swansea,3364
AL - St Albans,White: Irish, Christian,AL , St Albans,3474
B - Birmingham,White: Irish, Christian,B , Birmingham,26831
BA - Bath,White: Irish, Christian,BA , Bath,1646
BB - Blackburn,White: Irish, Christian,BB , Blackburn,2392
BD - Bradford,White: Irish, Christian,BD , Bradford,2160
BH - Bournemouth,White: Irish, Christian,BH , Bournemouth,2500
BL - Bolton,White: Irish, Christian,BL , Bolton,2342
BN - Brighton,White: Irish, Christian,BN , Brighton,5352
BR - Bromley,White: Irish, Christian,BR , Bromley,3410
BS - Bristol,White: Irish, Christian,BS , Bristol,4677
CA - Carlisle,White: Irish, Christian,CA , Carlisle,716
CB - Cambridge,White: Irish, Christian,CB , Cambridge,2938
CH - Chester,White: Irish, Christian,CH , Chester,4122
CM - Chelmsford,White: Irish, Christian,CM , Chelmsford,5214
CO - Colchester,White: Irish, Christian,CO , Colchester,2166
